Diagnostico_Codigo;Diagnostico_Desc
I776;ARTERITIS, NO ESPECIFICADA
N482;OTROS TRASTORNOS INFLAMATORIOS DEL PENE
N489;TRASTORNO DEL PENE, NO ESPECIFICADO
I10;HIPERTENSIÓN ESENCIAL (PRIMARIA)
K811;COLECISTITIS CRÓNICA
O243;DIABETES MELLITUS PREEXISTENTE, SIN OTRA ESPECIFICACIÓN, EN EL EMBARAZO
S421;FRACTURA DEL OMÓPLATO
I613;HEMORRAGIA INTRAENCEFÁLICA EN TALLO CEREBRAL
C250;TUMOR MALIGNO DE LA CABEZA DEL PÁNCREAS
K076;TRASTORNOS DE LA ARTICULACIÓN TEMPOROMAXILAR
F524;EYACULACIÓN PRECOZ
D220;NEVO MELANOCÍTICO DEL LABIO
T810;HEMORRAGIA Y HEMATOMA QUE COMPLICAN UN PROCEDIMIENTO, NO CLASIFICADOS EN OTRA PARTE
S323;FRACTURA DEL HUESO ILIACO
M800;OSTEOPOROSIS POSTMENOPÁUSICA, CON FRACTURA PATOLÓGICA
T034;LUXACIONES, TORCEDURAS Y ESGUINCES QUE AFECTAN MÚLTIPLES REGIONES DEL (DE LOS) MIEMBRO(S) SUPERIOR(ES) CON MIEMBRO(S) INFERIOR(ES)
M415;OTRAS ESCOLIOSIS SECUNDARIAS
N304;CISTITIS POR IRRADIACIÓN
R230;CIANOSIS
Q391;ATRESIA DEL ESÓFAGO CON FÍSTULA TRAQUEOESOFÁGICA
S682;AMPUTACIÓN TRAUMÁTICA DE DOS O MÁS DEDOS SOLAMENTE (COMPLETA) (PARCIAL)
K590;CONSTIPACIÓN
L730;ACNÉ QUELOIDE
K738;OTRAS HEPATITIS CRÓNICAS, NO CLASIFICADAS EN OTRA PARTE
S723;FRACTURA DE LA DIÁFISIS DEL FÉMUR
C119;TUMOR MALIGNO DE LA NASOFARINGE, PARTE NO ESPECIFICADA
P929;PROBLEMA NO ESPECIFICADO DE LA ALIMENTACIÓN DEL RECIÉN NACIDO
O288;OTROS HALLAZGOS ANORMALES EN EL EXAMEN PRENATAL DE LA MADRE
D441;TUMOR DE COMPORTAMIENTO INCIERTO O DESCONOCIDO DE LA GLÁNDULA SUPRARRENAL
T803;REACCIÓN DE INCOMPATIBILIDAD AL GRUPO ABO
J382;NÓDULOS DE LAS CUERDAS VOCALES
G930;QUISTE CEREBRAL
T173;CUERPO EXTRAÑO EN LA LARINGE
L249;DERMATITIS DE CONTACTO POR IRRITANTES, DE CAUSA NO ESPECIFICADA
A010;FIEBRE TIFOIDEA
C810;ENFERMEDAD DE HODGKIN CON PREDOMINIO LINFOCÍTICO
L03X;CELULITIS
T033;LUXACIONES, TORCEDURAS Y ESGUINCES QUE AFECTAN MÚLTIPLES REGIONES DEL (DE LOS) MIEMBROS(S) INFERIOR(ES)
D299;TUMOR BENIGNO DE ÓRGANO GENITAL MASCULINO, SITIO NO ESPECIFICADO
C608;LESIÓN DE SITIOS CONTIGUOS DEL PENE
S207;TRAUMATISMOS SUPERFICIALES MÚLTIPLES DEL TÓRAX
N604;ECTASIA DE CONDUCTO MAMARIO
C179;TUMOR MALIGNO DEL INTESTINO DELGADO, PARTE NO ESPECIFICADA
G901;DISAUTONOMÍA FAMILIAR [SÍNDROME DE RILEY-DAY]
S911;HERIDA DE DEDO(S) DEL PIE SIN DAÑO DE LA(S) UÑA(S)
W531;MORDEDURA DE RATA, EN INSTITUCIÓN RESIDENCIAL
S461;TRAUMATISMO DEL TENDÓN Y MÚSCULO DE LA CABEZA LARGA DEL BÍCEPS
N709;SALPINGITIS Y OOFORITIS, NO ESPECIFICADAS
F067;TRASTORNO COGNOSCITIVO LEVE
O266;TRASTORNOS DEL HÍGADO EN EL EMBARAZO, EL PARTO Y EL PUERPERIO
S520;FRACTURA DE LA EPÍFISIS SUPERIOR DEL CÚBITO
P038;FETO Y RECIÉN NACIDO AFECTADOS POR OTRAS COMPLICACIONES ESPECIFICADAS DEL TRABAJO DE PARTO Y DEL PARTO
E290;HIPERFUNCIÓN TESTICULAR
H581;ALTERACIONES DE LA VISIÓN EN ENFERMEDADES CLASIFICADAS EN OTRA PARTE
I420;CARDIOMIOPATÍA DILATADA
N370;URETRITIS EN ENFERMEDADES CLASIFICADAS EN OTRA PARTE
G573;LESIÓN DEL NERVIO CIÁTICO POPLÍTEO EXTERNO
D352;TUMOR BENIGNO DE LA HIPÓFISIS
I64X;ACCIDENTE VASCULAR ENCEFÁLICO AGUDO, NO ESPECIFICADO COMO HEMORRÁGICO O  ISQUÉMICO
C500;TUMOR MALIGNO DEL PEZÓN Y ARÉOLA MAMARIA
W574;MORDEDURA O PICADURA DE INSECTOS Y OTROS ARTRÓPODOS NO VENENOSOS, EN CALLES Y CARRETERAS
C698;LESIÓN DE SITIOS CONTIGUOS DEL OJO Y SUS ANEXOS
M45X;ESPONDILITIS ANQUILOSANTE
M248;OTRAS LESIONES ARTICULARES ESPECÍFICAS, NO CLASIFICADAS EN OTRA PARTE
S660;TRAUMATISMO DEL TENDÓN Y MÚSCULO FLEXOR LARGO DEL PULGAR A NIVEL DE LA MUÑECA Y DE LA MANO
O364;ATENCIÓN MATERNA POR MUERTE INTRAUTERINA
C008;LESIÓN DE SITIOS CONTIGUOS DEL LABIO
Z951;PRESENCIA DE DERIVACIÓN AORTOCORONARIA
L919;TRASTORNO HIPERTRÓFICO DE LA PIEL, NO ESPECIFICADO
B207;ENFERMEDAD POR VIH, RESULTANTE EN INFECCIONES MÚLTIPLES
I802;FLEBITIS Y TROMBOFLEBITIS DE OTROS VASOS PROFUNDOS DE LOS MIEMBROS INFERIORES
D377;TUMOR DE COMPORTAMIENTO INCIERTO O DESCONOCIDO DE OTROS ÓRGANOS DIGESTIVOS ESPECIFICADOS
H659;OTITIS MEDIA NO SUPURATIVA, SIN OTRA ESPECIFICACIÓN
E299;DISFUNCIÓN TESTICULAR, NO ESPECIFICADA
O471;FALSO TRABAJO DE PARTO A LAS 37 Y MÁS SEMANAS COMPLETAS DE GESTACIÓN
C210;TUMOR MALIGNO DEL ANO, PARTE NO ESPECIFICADA
Q234;SÍNDROME DE HIPOPLASIA DEL CORAZÓN IZQUIERDO
F311;TRASTORNO AFECTIVO BIPOLAR, EPISODIO MANÍACO PRESENTE SIN SÍNTOMAS PSICÓTICOS
S423;FRACTURA DE LA DIÁFISIS DEL HÚMERO
E43X;DESNUTRICIÓN PROTEICOCALÓRICA SEVERA, NO ESPECIFICADA
S108;TRAUMATISMO SUPERFICIAL DE OTRAS PARTES DEL CUELLO
B159;HEPATITIS AGUDA TIPO A, SIN COMA HEPÁTICO
I313;DERRAME PERICÁRDICO (NO INFLAMATORIO)
Z469;PRUEBA Y AJUSTE DE DISPOSITIVO NO ESPECIFICADO
L659;PÉRDIDA NO CICATRICIAL DEL PELO, SIN OTRA ESPECIFICACIÓN
B338;OTRAS ENFERMEDADES VIRALES ESPECIFICADAS
D320;TUMOR BENIGNO DE LAS MENINGES CEREBRALES
N131;HIDRONEFROSIS CON ESTRECHEZ URETERAL, NO CLASIFICADA EN OTRA PARTE
O209;HEMORRAGIA PRECOZ DEL EMBARAZO, SIN OTRA ESPECIFICACIÓN
D692;OTRAS PÚRPURAS NO TROMBOCITOPÉNICAS
P282;ATAQUE CIANÓTICO DEL RECIÉN NACIDO
C241;TUMOR MALIGNO DE LA AMPOLLA DE VATER
H190;ESCLERITIS Y EPISCLERITIS EN ENFERMEDADES CLASIFICADAS EN OTRA PARTE
N941;DISPAREUNIA
E112;DIABETES MELLITUS NO INSULINODEPENDIENTE, CON COMPLICACIONES RENALES
L705;ACNÉ EXCORIADO DE LA MUJER JOVEN
I441;BLOQUEO AURICULOVENTRICULAR DE SEGUNDO GRADO
K804;CÁLCULO DE CONDUCTO BILIAR CON COLECISTITIS
N485;ULCERA DEL PENE
I501;INSUFICIENCIA VENTRICULAR IZQUIERDA
D470;TUMOR DE COMPORTAMIENTO INCIERTO O DESCONOCIDO DE LOS MASTOCITOS E HISTIOCITOS
S607;TRAUMATISMOS SUPERFICIALES MÚLTIPLES DE LA MUÑECA Y DE LA MANO
Q150;GLAUCOMA CONGÉNITO
H113;HEMORRAGIA CONJUNTIVAL
D810;INMUNODEFICIENCIA COMBINADA SEVERA [IDCS] CON DISGENESIA RETICULAR
Z413;PERFORACIÓN DE LA OREJA
H171;OTRAS OPACIDADES CENTRALES DE LA CÓRNEA
G638;POLINEUROPATÍA EN OTRAS ENFERMEDADES CLASIFICADAS EN OTRA PARTE
P721;HIPERTIROIDISMO NEONATAL TRANSITORIO
H729;PERFORACIÓN DE LA MEMBRANA TIMPÁNICA, SIN OTRA ESPECIFICACIÓN
O860;INFECCIÓN DE HERIDA QUIRÚRGICA OBSTÉTRICA
K149;ENFERMEDAD DE LA LENGUA, NO ESPECIFICADA
O438;OTROS TRASTORNOS PLACENTARIOS
K115;SIALOLITIASIS
H538;OTRAS ALTERACIONES VISUALES
T922;SECUELAS DE FRACTURA DE LA MUÑECA Y DE LA MANO
S522;FRACTURA DE LA DIÁFISIS DEL CÚBITO
K601;FISURA ANAL CRÓNICA
A609;INFECCIÓN ANOGENITAL POR VIRUS DEL HERPES SIMPLE, SIN OTRA ESPECIFICACIÓN
M513;OTRAS DEGENERACIONES ESPECIFICADAS DE DISCO INTERVERTEBRAL
M680;SINOVITIS Y TENOSINOVITIS EN ENFERMEDADES BACTERIANAS CLASIFICADAS EN OTRA PARTE
H571;DOLOR OCULAR
M244;LUXACIÓN Y SUBLUXACIÓN RECIDIVANTE DE LA ARTICULACIÓN
S332;LUXACIÓN DE ARTICULACIÓN SACROCOCCÍGEA Y SACROILIACA
D71X;TRASTORNOS FUNCIONALES DE LOS POLIMORFONUCLEARES NEUTRÓFILOS
L900;LIQUEN ESCLEROSO Y ATRÓFICO
K290;GASTRITIS AGUDA HEMORRÁGICA
C184;TUMOR MALIGNO DEL COLON TRANSVERSO
S372;TRAUMATISMO DE LA VEJIGA
W444;CUERPO EXTRAÑO QUE PENETRA POR EL OJO U ORIFICIO NATURAL, EN CALLES Y CARRETERAS
O439;TRASTORNO DE LA PLACENTA, NO ESPECIFICADO
O709;DESGARRO PERINEAL DURANTE EL PARTO, DE GRADO NO ESPECIFICADO
G52X;TRASTORNOS DE OTROS NERVIOS CRANEALES
J938;OTROS NEUMOTÓRAX
K620;PÓLIPO ANAL
N849;PÓLIPO DEL TRACTO GENITAL FEMENINO, NO ESPECIFICADO
I249;ENFERMEDAD ISQUÉMICA AGUDA DEL CORAZÓN, NO ESPECIFICADA
W545;MORDEDURA O ATAQUE DE PERRO, EN COMERCIO Y ÁREA DE SERVICIOS
K412;HERNIA FEMORAL BILATERAL, SIN OBSTRUCCIÓN NI GANGRENA
K253;ULCERA GÁSTRICA, AGUDA SIN HEMORRAGIA NI PERFORACIÓN
Q052;ESPINA BÍFIDA LUMBAR CON HIDROCÉFALO
M759;LESIÓN DEL HOMBRO, NO ESPECIFICADA
J950;FUNCIONAMIENTO DEFECTUOSO DE LA TRAQUEOSTOMÍA
S409;TRAUMATISMO SUPERFICIAL NO ESPECIFICADO DEL HOMBRO Y DEL BRAZO
M500;TRASTORNO DE DISCO CERVICAL CON MIELOPATÍA (G99.2*)
F059;DELIRIO, NO ESPECIFICADO
K766;HIPERTENSIÓN PORTAL
E848;FIBROSIS QUÍSTICA CON OTRAS MANIFESTACIONES
P008;FETO Y RECIÉN NACIDO AFECTADOS POR OTRAS AFECCIONES MATERNAS
L920;GRANULOMA ANULAR
M204;OTRO(S) DEDO(S) DEL PIE EN MARTILLO (ADQUIRIDOS)
S224;FRACTURAS MÚLTIPLES DE COSTILLAS
K141;LENGUA GEOGRÁFICA
Q699;POLIDACTILIA, NO ESPECIFICADA
R75X;EVIDENCIAS DE LABORATORIO DEL VIRUS DE LA INMUNODEFICIENCIA HUMANA [VIH]
I429;CARDIOMIOPATÍA, NO ESPECIFICADA
S001;CONTUSIÓN DE LOS PÁRPADOS Y DE LA REGIÓN PERIOCULAR
N739;ENFERMEDAD INFLAMATORIA PÉLVICA FEMENINA, NO ESPECIFICADA
T131;HERIDA DE MIEMBRO INFERIOR, NIVEL NO ESPECIFICADO
H698;OTROS TRASTORNOS ESPECIFICADOS DE LA TROMPA DE EUSTAQUIO
R932;HALLAZGOS ANORMALES EN DIAGNÓSTICO POR IMAGEN DEL HÍGADO Y DE LAS VÍAS BILIARES
H360;RETINOPATÍA DIABÉTICA (E10-E14+ CON CUARTO CARÁCTER COMÚN .3)
B203;ENFERMEDAD POR VIH, RESULTANTE EN OTRAS INFECCIONES VIRALES
T235;CORROSIÓN DE LA MUÑECA Y DE LA MANO, DE PRIMER GRADO
I018;OTRAS ENFERMEDADES REUMÁTICAS AGUDAS DEL CORAZÓN
H670;OTITIS MEDIA EN ENFERMEDADES BACTERIANAS CLASIFICADAS EN OTRA PARTE
Q303;PERFORACIÓN CONGÉNITA DEL TABIQUE NASAL
N920;MENSTRUACIÓN EXCESIVA Y FRECUENTE CON CICLO REGULAR
S681;AMPUTACIÓN TRAUMÁTICA DE OTRO DEDO ÚNICO (COMPLETA) (PARCIAL)
N762;VULVITIS AGUDA
N501;TRASTORNOS VASCULARES DE LOS ÓRGANOS GENITALES MASCULINOS
M235;INESTABILIDAD CRÓNICA DE LA RODILLA
N210;CÁLCULO EN LA VEJIGA
A527;OTRAS SÍFILIS TARDÍAS SINTOMÁTICAS
D449;TUMOR DE COMPORTAMIENTO INCIERTO O DESCONOCIDO DE GLÁNDULA ENDOCRINA NO ESPECIFICADA
W228;GOLPE CONTRA O GOLPEADO POR OTROS OBJETOS, EN OTRO LUGAR ESPECIFICADO
G405;SÍNDROMES EPILÉPTICOS ESPECIALES
F315;TRASTORNO AFECTIVO BIPOLAR, EPISODIO DEPRESIVO GRAVE PRESENTE CON SÍNTOMAS PSICÓTICOS
F508;OTROS TRASTORNOS DE LA INGESTIÓN DE ALIMENTOS
I676;TROMBOSIS APIÓGENA DEL SISTEMA VENOSO INTRACRANEAL
J311;RINOFARINGITIS CRÓNICA
O828;OTROS PARTOS ÚNICOS POR CESÁREA
K729;INSUFICIENCIA HEPÁTICA, NO ESPECIFICADA
K121;OTRAS FORMAS DE ESTOMATITIS
M701;BURSITIS DE LA MANO
X640;ENVENENAMIENTO AUTOINFLIGIDO INTENCIONALMENTE POR, Y EXPOSICIÓN A OTRAS DROGAS, MEDICAMENTOS Y SUSTANCIAS BIOLÓGICAS, Y LOS NO ESPECIFICADOS, EN VIVIENDA
C837;TUMOR DE BURKITT
H020;ENTROPIÓN Y TRIQUIASIS PALPEBRAL
A638;OTRAS ENFERMEDADES DE TRANSMISIÓN PREDOMINANTEMENTE SEXUAL, ESPECIFICADAS
M626;DISTENSIÓN MUSCULAR
D376;TUMOR DE COMPORTAMIENTO INCIERTO O DESCONOCIDO DEL HÍGADO, DE LA VESÍCULA BILIAR Y DEL CONDUCTO BILIAR
S311;HERIDA DE LA PARED ABDOMINAL
O680;TRABAJO DE PARTO Y PARTO COMPLICADOS POR ANOMALÍA DE LA FRECUENCIA CARDÍACA FETAL
J448;OTRAS ENFERMEDADES PULMONARES OBSTRUCTIVAS CRÓNICAS ESPECIFICADAS
J181;NEUMONÍA LOBAR, NO ESPECIFICADA
O624;CONTRACCIONES UTERINAS HIPERTÓNICAS, INCOORDINADAS Y PROLONGADAS
H541;CEGUERA DE UN OJO, VISIÓN SUBNORMAL DEL OTRO
O990;ANEMIA QUE COMPLICA EL EMBARAZO, EL PARTO Y EL PUERPERIO
B208;ENFERMEDAD POR VIH, RESULTANTE EN OTRAS ENFERMEDADES INFECCIOSAS O PARASITARIAS
N839;ENFERMEDAD NO INFLAMATORIA DEL OVARIO, DE LA TROMPA DE FALOPIO Y DEL LIGAMENTO ANCHO, NO ESPECIFICADA
F03;DEMENCIA, NO ESPECIFICADA
R268;OTRAS ANORMALIDADES DE LA MARCHA Y DE LA MOVILIDAD Y LAS NO ESPECIFICADAS
N848;PÓLIPOS DE OTRAS PARTES DEL TRACTO GENITAL FEMENINO
Q666;OTRAS DEFORMIDADES VALGUS CONGÉNITAS DE LOS PIES
Q079;MALFORMACIÓN CONGÉNITA DEL SISTEMA NERVIOSO, NO ESPECIFICADA
S411;HERIDA DEL BRAZO
F952;TRASTORNO POR TICS MOTORES Y VOCALES MÚLTIPLES COMBINADOS [DE LA TOURETTE]
D072;CARCINOMA IN SITU DE LA VAGINA
Z933;COLOSTOMÍA
R258;OTROS MOVIMIENTOS ANORMALES INVOLUNTARIOS Y LOS NO ESPECIFICADOS
F165;TRASTORNOS MENTALES Y DEL COMPORTAMIENTO DEBIDOS AL USO DE ALUCINÓGENOS, TRASTORNO PSICÓTICO
S868;TRAUMATISMO DE OTROS TENDONES Y MÚSCULOS A NIVEL DE LA PIERNA
G562;LESIÓN DEL NERVIO CUBITAL
C609;TUMOR MALIGNO DEL PENE, PARTE NO ESPECIFICADA
C50X;TUMOR MALIGNO DE LA MAMA
L810;HIPERPIGMENTACIÓN POSTINFLAMATORIA
B206;ENFERMEDAD POR VIH, RESULTANTE EN NEUMONÍA POR PNEUMOCYSTIS CARINII
A059;INTOXICACIÓN ALIMENTARIA BACTERIANA, NO ESPECIFICADA
C251;TUMOR MALIGNO DEL CUERPO DEL PÁNCREAS
I738;OTRAS ENFERMEDADES VASCULARES PERIFÉRICAS ESPECIFICADAS
G578;OTRAS MONONEUROPATÍAS DEL MIEMBRO INFERIOR
K750;ABSCESO DEL HÍGADO
Q311;ESTENOSIS SUBGLÓTICA CONGÉNITA
O020;DETENCIÓN DEL DESARROLLO DEL HUEVO Y MOLA NO HIDATIFORME
T114;TRAUMATISMO DE VASOS SANGUÍNEOS NO ESPECIFICADOS DE MIEMBRO SUPERIOR, NIVEL NO ESPECIFICADO
J321;SINUSITIS FRONTAL CRÓNICA
B211;ENFERMEDAD POR VIH, RESULTANTE EN LINFOMA DE BURKITT
H531;ALTERACIONES VISUALES SUBJETIVAS
I800;FLEBITIS Y TROMBOFLEBITIS DE VASOS SUPERFICIALES DE LOS MIEMBROS INFERIORES
S142;TRAUMATISMO DE RAÍZ NERVIOSA DE COLUMNA CERVICAL
R190;TUMEFACCIÓN, MASA O PROMINENCIA INTRAABDOMINAL Y PÉLVICA
G552;COMPRESIONES DE LAS RAÍCES Y PLEXOS NERVIOSOS EN LA ESPONDILOSIS (M47.-+)
P38X;ONFALITIS DEL RECIÉN NACIDO CON O SIN HEMORRAGIA LEVE
I256;ISQUEMIA SILENTE DEL MIOCARDIO
E725;TRASTORNOS DEL METABOLISMO DE LA GLICINA
C049;TUMOR MALIGNO DEL PISO DE LA BOCA, PARTE NO ESPECIFICADA
X206;CONTACTO TRAUMÁTICO CON SERPIENTES Y LAGARTOS VENENOSOS, EN ÁREA INDUSTRIAL Y DE LA CONSTRUCCIÓN
S337;ESGUINCES Y TORCEDURAS DE OTRAS PARTES Y DE LAS NO ESPECIFICADAS DE LA COLUMNA LUMBAR Y DE LA PELVIS
H439;TRASTORNO DEL CUERPO VÍTREO, NO ESPECIFICADO
Z641;PROBLEMAS RELACIONADOS CON LA MULTIPARIDAD
K118;OTRAS ENFERMEDADES DE LAS GLÁNDULAS SALIVALES
L258;DERMATITIS DE CONTACTO, FORMA NO ESPECIFICADA, DEBIDA A OTROS AGENTES
S708;OTROS TRAUMATISMOS SUPERFICIALES DE LA CADERA Y DEL MUSLO
E301;PUBERTAD PRECOZ
P720;BOCIO NEONATAL, NO CLASIFICADO EN OTRA PARTE
M206;DEFORMIDADES ADQUIRIDAS DE LOS DEDOS DEL PIE, NO ESPECIFICADAS
P761;ILEO TRANSITORIO DEL RECIÉN NACIDO
N281;QUISTE DE RIÑÓN, ADQUIRIDO
S436;ESGUINCES Y TORCEDURAS DE LA ARTICULACIÓN ESTERNOCLAVICULAR
H201;IRIDOCICLITIS CRÓNICA
M688;OTROS TRASTORNOS SINOVIALES Y TENDINOSOS EN ENFERMEDADES CLASIFICADAS EN OTRA PARTE
F519;TRASTORNO NO ORGÁNICO DEL SUEÑO, NO ESPECIFICADO
C794;TUMOR MALIGNO SECUNDARIO DE OTRAS PARTES DEL SISTEMA NERVIOSO Y DE LAS NO ESPECIFICADAS
K263;ULCERA DUODENAL, AGUDA SIN HEMORRAGIA NI PERFORACIÓN
C73;TUMOR MALIGNO DE LA GLÁNDULA TIROIDES
K621;PÓLIPO RECTAL
D101;TUMOR BENIGNO DE LA LENGUA
L233;DERMATITIS ALÉRGICA DE CONTACTO DEBIDA A DROGAS EN CONTACTO CON LA PIEL
N766;ULCERACIÓN DE LA VULVA
W450;CUERPO EXTRAÑO QUE PENETRA A TRAVÉS DE LA PIEL, EN VIVIENDA
E872;ACIDOSIS
Z834;HISTORIA FAMILIAR DE OTRAS ENFERMEDADES ENDOCRINAS, NUTRICIONALES Y METABÓLICAS
F900;PERTURBACIÓN DE LA ACTIVIDAD Y DE LA ATENCIÓN
Q670;ASIMETRÍA FACIAL
H111;DEGENERACIONES Y DEPÓSITOS CONJUNTIVALES
N981;HIPERESTIMULACIÓN DE OVARIOS
C411;TUMOR MALIGNO DEL HUESO DEL MAXILAR INFERIOR
N959;TRASTORNO MENOPÁUSICO Y PERIMENOPÁUSICO, NO ESPECIFICADO
J300;RINITIS VASOMOTORA
C328;LESIÓN DE SITIOS CONTIGUOS DE LA LARINGE
J151;NEUMONÍA DEBIDA A PSEUDOMONAS
Z762;CONSULTA PARA ATENCIÓN Y SUPERVISIÓN DE LA SALUD DE OTROS NIÑOS O LACTANTES SANOS
G809;PARÁLISIS CEREBRAL INFANTIL, SIN OTRA ESPECIFICACIÓN
C300;TUMOR MALIGNO DE LA FOSA NASAL
C902;PLASMOCITOMA, EXTRAMEDULAR
H542;VISIÓN SUBNORMAL DE AMBOS OJOS
G549;TRASTORNO DE LA RAÍZ Y PLEXOS NERVIOSOS, NO ESPECIFICADO
T435;OTROS ANTIPSICÓTICOS Y NEUROLÉPTICOS Y LOS NO ESPECIFICADOS
Q120;CATARATA CONGÉNITA
B24;ENFERMEDAD POR VIRUS DE LA INMUNODEFICIENCIA HUMANA [VIH], SIN OTRA ESPECIFICACIÓN
E031;HIPOTIROIDISMO CONGÉNITO SIN BOCIO
D430;TUMOR DE COMPORTAMIENTO INCIERTO O DESCONOCIDO DEL ENCÉFALO, SUPRATENTORIAL
T111;HERIDA DE MIEMBRO SUPERIOR, NIVEL NO ESPECIFICADO
O121;PROTEINURIA GESTACIONAL
W554;MORDEDURA O ATAQUE DE OTROS MAMÍFEROS, EN CALLES Y CARRETERAS
K404;HERNIA INGUINAL UNILATERAL O NO ESPECIFICADA, CON GANGRENA
N802;ENDOMETRIOSIS DE LA TROMPA DE FALOPIO
E200;HIPOPARATIROIDISMO IDIOPÁTICO
K518;OTRAS COLITIS ULCERATIVAS
N63;MASA NO ESPECIFICADA EN LA MAMA
T833;COMPLICACIÓN MECÁNICA DE DISPOSITIVO ANTICONCEPTIVO INTRAUTERINO
T138;OTROS TRAUMATISMOS ESPECIFICADOS DE MIEMBRO INFERIOR, NIVEL NO ESPECIFICADO
K061;HIPERPLASIA GINGIVAL
R930;HALLAZGOS ANORMALES EN DIAGNÓSTICO POR IMAGEN DEL CRÁNEO Y DE LA CABEZA, NO CLASIFICADOS EN OTRA PARTE
K314;DIVERTÍCULO GÁSTRICO
P704;OTRAS HIPOGLICEMIAS NEONATALES
O064;ABORTO NO ESPECIFICADO, INCOMPLETO, SIN COMPLICACIÓN
Z975;PRESENCIA DE DISPOSITIVO ANTICONCEPTIVO (INTRAUTERINO)
G550;COMPRESIONES DE LAS RAÍCES Y PLEXOS NERVIOSOS EN ENFERMEDADES NEOPLÁSICAS (C00-D48+)
H533;OTROS TRASTORNOS DE LA VISIÓN BINOCULAR
F401;FOBIAS SOCIALES
E040;BOCIO DIFUSO NO TÓXICO
D160;TUMOR BENIGNO DEL OMÓPLATO Y HUESOS LARGOS DEL MIEMBRO SUPERIOR
H170;LEUCOMA ADHERENTE
J158;OTRAS NEUMONÍAS BACTERIANAS
G443;CEFALEA POSTRAUMÁTICA CRÓNICA
P920;VÓMITOS DEL RECIÉN NACIDO
N915;OLIGOMENORREA, NO ESPECIFICADA
F069;TRASTORNO MENTAL NO ESPECIFICADO DEBIDO A LESIÓN Y DISFUNCIÓN CEREBRAL Y A ENFERMEDAD FÍSICA
D733;ABSCESO DEL BAZO
S949;TRAUMATISMO DE NERVIO NO ESPECIFICADO A NIVEL DEL PIE Y DEL TOBILLO
M793;PANICULITIS, NO ESPECIFICADA
K639;ENFERMEDAD DEL INTESTINO, NO ESPECIFICADA
Z048;EXAMEN Y OBSERVACIÓN POR OTRAS RAZONES ESPECIFICADAS
H189;TRASTORNO DE LA CÓRNEA, NO ESPECIFICADO
J010;SINUSITIS MAXILAR AGUDA
M664;RUPTURA ESPONTÁNEA DE OTROS TENDONES
L853;XEROSIS DEL CUTIS
C821;LINFOMA NO HODKIN MIXTO, DE PEQUEÑAS CÉLULAS HENDIDAS Y DE GRANDES CÉLULAS, FOLICULAR
M256;RIGIDEZ ARTICULAR, NO CLASIFICADA EN OTRA PARTE
L512;NECRÓLISIS EPIDÉRMICA TÓXICA [LYELL]
E281;EXCESO DE ANDRÓGENOS
N391;PROTEINURIA PERSISTENTE, NO ESPECIFICADA
M068;OTRAS ARTRITIS REUMATOIDES ESPECIFICADAS
G580;NEUROPATÍA INTERCOSTAL
C712;TUMOR MALIGNO DEL LÓBULO TEMPORAL
G360;NEUROMIELITIS ÓPTICA [DEVIC]
I845;HEMORROIDES EXTERNAS SIN COMPLICACIÓN
M257;OSTEOFITO
J205;BRONQUITIS AGUDA DEBIDA A VIRUS SINCITIAL RESPIRATORIO
R72X;ANORMALIDADES DE LOS LEUCOCITOS, NO CLASIFICADAS EN OTRA PARTE
T888;OTRAS COMPLICACIONES ESPECIFICADAS DE LA ATENCIÓN MÉDICA Y QUIRÚRGICA, NO CLASIFICADAS EN OTRA PARTE
P749;TRASTORNO METABÓLICO TRANSITORIO DEL RECIÉN NACIDO, NO ESPECIFICADO
H168;OTRAS QUERATITIS
K739;HEPATITIS CRÓNICA, NO ESPECIFICADA
S058;OTROS TRAUMATISMOS DEL OJO Y DE LA ÓRBITA
N804;ENDOMETRIOSIS DEL TABIQUE RECTOVAGINAL Y DE LA VAGINA
S321;FRACTURA DEL SACRO
F330;TRASTORNO DEPRESIVO RECURRENTE, EPISODIO LEVE PRESENTE
F913;TRASTORNO OPOSITOR DESAFIANTE
R521;DOLOR CRÓNICO INTRATABLE
Z907;AUSENCIA ADQUIRIDA DE ÓRGANO(S) GENITAL(ES)
D539;ANEMIA NUTRICIONAL, NO ESPECIFICADA
T311;QUEMADURAS QUE AFECTAN DEL 10 AL 19% DE LA SUPERFICIE DEL CUERPO
N751;ABSCESO DE LA GLÁNDULA DE BARTHOLIN
O122;EDEMA GESTACIONAL CON PROTEINURIA
S552;TRAUMATISMO DE VENA A NIVEL DEL ANTEBRAZO
L282;OTROS PRURIGOS
C830;LINFOMA NO HODGKIN DE CÉLULAS PEQUEÑAS (DIFUSO)
H728;OTRAS PERFORACIONES DE LA MEMBRANA TIMPÁNICA
N411;PROSTATITIS CRÓNICA
R041;HEMORRAGIA DE LA GARGANTA
I749;EMBOLIA Y TROMBOSIS DE ARTERIA NO ESPECIFICADA
T751;AHOGAMIENTO Y SUMERSIÓN NO MORTAL
C538;LESIÓN DE SITIOS CONTIGUOS DEL CUELLO DEL ÚTERO
R223;TUMEFACCIÓN, MASA O PROMINENCIA LOCALIZADA EN EL MIEMBRO SUPERIOR
Q446;ENFERMEDAD QUÍSTICA DEL HÍGADO
K572;ENFERMEDAD DIVERTICULAR DEL INTESTINO GRUESO CON PERFORACIÓN Y ABSCESO
